taxon,lfc,se,W,p,q,diff_robust,passed_ss,Fraction,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV153,-0.95150066,0.401578878,-2.369399169,0.026203487,0.058022006,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV153_Segetibacter
ASV1530,-0.568434226,0.454580182,-1.250459762,0.2231865,0.339155955,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV1530_Chthoniobacter
ASV1531,-1.163565303,0.40993036,-2.838446276,0.009079056,0.023771178,FALSE,FALSE,Bulk,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,Pajaroellobacter,ASV1531_Pajaroellobacter
ASV1535,-1.401524885,0.416672179,-3.363615221,0.002577863,0.008999297,TRUE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1535_WD2101_Bulk_group
ASV155,-4.067956966,0.419419287,-9.699022171,8.90E-10,1.15E-07,TRUE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter,Siphonobacter,ASV155_Siphonobacter
ASV1552,-1.345221275,0.449770569,-2.990905517,0.006341226,0.018088054,FALSE,FALSE,Bulk,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,Haliangiaceae,ASV1552_Haliangiaceae
ASV1555,0.020974319,0.454776465,0.046120062,0.963596176,0.974917802,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV1555_Sphingomonas
ASV1558,-1.528119261,0.511266805,-2.988888087,0.006371663,0.018088054,FALSE,FALSE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV1558_Adhaeribacter
ASV1560,0.392146453,0.63713841,0.615480792,0.544030203,0.670358818,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV1560_67-14
ASV1562,-1.552751877,0.383765435,-4.046096222,4.69E-04,0.002760748,TRUE,TRUE,Bulk,Bacteria,Armatimonadota,Chthonomonadia,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas,ASV1562_Chthonomonas
ASV1563,-1.673878383,0.475695341,-3.518803401,0.001758588,0.006976655,TRUE,TRUE,Bulk,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1563_Abditibacterium
ASV1568,-0.103134118,0.751771604,-0.1371881,0.892026531,0.932617643,FALSE,TRUE,Bulk,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,Myxococcaceae,ASV1568_Myxococcaceae
ASV157,0.6589916,0.453476651,1.453198524,0.159120082,0.257448985,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV157_Chthoniobacter
ASV1572,-0.211997081,0.496898745,-0.426640404,0.67344396,0.773213436,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV1572_Ardenticatenaceae
ASV158,-0.874812686,0.456672335,-1.91562444,0.067401091,0.128659718,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV158_Rhodocytophaga
ASV1588,-0.916869814,0.381123407,-2.405703239,0.024205611,0.055174555,FALSE,TRUE,Bulk,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1588_Sumerlaea
ASV1589,0.430070223,0.487012044,0.883079235,0.385953756,0.522926855,FALSE,TRUE,Bulk,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1589_Vicinamibacteraceae
ASV159,-1.146216119,0.434332832,-2.639027113,0.014374698,0.035821194,FALSE,FALSE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV159_Microvirga
ASV1596,0.915081086,0.509500905,1.79603427,0.085090081,0.15336003,FALSE,FALSE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV1596_Blastocatellaceae
ASV1598,-0.311472433,0.448451614,-0.694550813,0.494006286,0.624559334,FALSE,TRUE,Bulk,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1598_Abditibacterium
ASV16,0.293374319,0.329225251,0.891105158,0.381719589,0.519004704,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV16_Chthoniobacter
ASV1603,-0.777281832,0.425750575,-1.825674181,0.080368651,0.147747577,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,FFCH7168,ASV1603_FFCH7168
ASV1606,0.418643549,0.501617499,0.834587209,0.412180936,0.546440781,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,Candidatus_Chloroploca,ASV1606_Candidatus_Chloroploca
ASV1616,-0.894473792,0.385815202,-2.318399554,0.029266435,0.063179629,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1616_WD2101_Bulk_group
ASV1623,-0.263317981,0.380661739,-0.69173745,0.495740256,0.624713331,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula,ASV1623_Pirellula
ASV1630,-2.046109885,0.53620112,-3.815937356,8.38E-04,0.004162311,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes,ASV1630_Actinoplanes
ASV1634,-1.747477005,0.502232835,-3.479416083,0.001938539,0.007474468,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV1634_Acetobacteraceae
ASV1637,-1.921476991,0.458321535,-4.192421358,3.24E-04,0.001976583,TRUE,TRUE,Bulk,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV1637_Deinococcus
ASV1646,0.601636524,0.525499397,1.144885279,0.263546167,0.386702017,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV1646_Roseomonas
ASV1648,0.604477728,0.504266223,1.198727379,0.242336775,0.361870906,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1648_JG30-KF-CM45
ASV1651,-0.071029276,0.531384402,-0.133668351,0.894779378,0.933316309,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1651_JG30-KF-CM45
ASV1658,-0.899137224,0.346158908,-2.597469554,0.015794494,0.038859469,FALSE,FALSE,Bulk,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1658_Bryobacter
ASV166,-1.796319565,0.663461922,-2.707494593,0.012293512,0.031237612,FALSE,FALSE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter,ASV166_Altererythrobacter
ASV1663,0.978243354,0.511081749,1.914064348,0.067609423,0.128740301,FALSE,FALSE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV1663_Pontibacter
ASV1669,-1.338936696,0.390192947,-3.431473345,0.002181911,0.008052292,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1669_AKIW781
ASV1682,-0.673615546,0.566330963,-1.189437961,0.245902167,0.365785373,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV1682_Rubrobacter
ASV1683,-1.395529526,0.553669534,-2.520509872,0.018775618,0.045049858,FALSE,FALSE,Bulk,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,Caldilineaceae,ASV1683_Caldilineaceae
ASV1689,-2.267338347,0.470322914,-4.820811995,6.55E-05,6.04E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseicella,Roseicella,ASV1689_Roseicella
ASV169,-1.71443539,0.567381213,-3.021664004,0.005894053,0.017044371,FALSE,FALSE,Bulk,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV169_Roseisolibacter
ASV1711,0.73321619,0.45127227,1.624775638,0.117272382,0.199749661,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1711_WD2101_Bulk_group
ASV1712,-1.260712637,0.357905741,-3.522471118,0.001742686,0.006976655,TRUE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1712_WD2101_Bulk_group
ASV1714,-0.629857895,0.415109052,-1.51733115,0.142246172,0.234073055,FALSE,TRUE,Bulk,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1714_Gemmatimonadaceae
ASV172,-2.202259912,0.391467693,-5.625649195,8.61E-06,1.39E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV172_Microvirga
ASV1721,0.070487174,0.506461688,0.139175729,0.890472587,0.932617643,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1721_AKIW781
ASV1722,-2.796978089,0.40839528,-6.848703272,4.40E-07,1.62E-05,TRUE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,Chitinophagaceae,ASV1722_Chitinophagaceae
ASV1731,-0.861054358,0.456454294,-1.886397758,0.07139858,0.134109923,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1731_Gemmata
ASV1732,0.266306562,0.477580585,0.557615971,0.582270933,0.701804002,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera,ASV1732_Tepidisphaera
ASV1733,-0.850925294,0.507034978,-1.678237856,0.106276861,0.185924531,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,Verrucomicrobiaceae,ASV1733_Verrucomicrobiaceae
ASV174,-0.513252577,0.533602086,-0.961863888,0.345709602,0.479293277,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV174_Adhaeribacter
