taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV2444,0.455182847,0.593075583,0.767495509,0.450272266,0.648855909,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,Ilumatobacteraceae,ASV2444_Ilumatobacteraceae
ASV2445,-0.45125682,0.560319826,-0.805355797,0.428521666,0.63158168,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2445_AKIW781
ASV245,-0.431570617,0.662867015,-0.651066665,0.521188982,0.715100738,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,Pyrinomonadaceae,ASV245_Pyrinomonadaceae
ASV2451,-0.804727578,0.427685223,-1.881588457,0.072075805,0.182064317,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,B1-7BS,ASV2451_B1-7BS
ASV2465,-0.533598467,0.480984151,-1.109388878,0.278255425,0.477790258,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV2465_Gemmataceae
ASV2468,1.280083951,0.55488659,2.306928974,0.029998994,0.094653867,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2468_Longimicrobiaceae
ASV248,-0.703982389,0.593593584,-1.185966977,0.247244364,0.444632868,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV248_Solirubrobacteraceae
ASV249,-1.459902501,0.639383176,-2.283298271,0.031561203,0.09851604,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Candidatus_Udaeobacter,ASV249_Candidatus_Udaeobacter
ASV25,-1.715703871,0.57537495,-2.981888368,0.006478353,0.029958098,TRUE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Candidatus_Udaeobacter,ASV25_Candidatus_Udaeobacter
ASV252,2.401841769,0.610741173,3.932667186,6.25E-04,0.005095645,TRUE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV252_Deinococcaceae
ASV2524,-0.775905005,0.484334008,-1.602003973,0.122236352,0.264442008,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV2524_WD2101_soil_group
ASV253,1.434499758,0.739939075,1.938672799,0.064388086,0.166988687,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV253_Gemmata
ASV2530,0.094308332,0.51840674,0.181919572,0.857173643,0.921488025,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus,ASV2530_Sphingoaurantiacus
ASV2534,0.638414556,0.61652041,1.035512444,0.310751402,0.510520161,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema,ASV2534_Chloronema
ASV2537,0.618363081,0.624246765,0.990574746,0.331775816,0.535992723,FALSE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Gorillibacterium,Gorillibacterium,ASV2537_Gorillibacterium
ASV2546,-0.194933397,0.491597154,-0.396530767,0.695217337,0.838096486,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium,ASV2546_Chryseobacterium
ASV255,-0.92379166,0.790232378,-1.169012668,0.253878875,0.452837014,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV255_Hymenobacter
ASV2550,0.238511958,0.525222371,0.454116144,0.653825478,0.811709472,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV2550_Hymenobacter
ASV2553,0.072283528,0.497676938,0.145241868,0.885732824,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV2553_Gemmata
ASV256,-0.523436171,0.822065974,-0.636732558,0.530326009,0.723584546,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV256_Tautonia
ASV2560,-1.037966033,0.495457101,-2.09496651,0.046906296,0.132673472,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,Geminicoccaceae,ASV2560_Geminicoccaceae
ASV257,-1.287579708,0.76736313,-1.677927513,0.106338094,0.238404856,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum,ASV257_Noviherbaspirillum
ASV2574,0.836088538,0.616186981,1.356874722,0.187446999,0.360716591,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema,ASV2574_Chloronema
ASV2576,-1.544930169,0.598758766,-2.58022138,0.016421422,0.060814927,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV2576_Acetobacteraceae
ASV258,-2.18418522,0.638020688,-3.423376797,0.002225849,0.013995624,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV258_Roseomonas
ASV2580,-0.298631331,0.445689984,-0.670042724,0.509226805,0.707574288,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2580_AKIW781
ASV259,-3.562797093,0.808680017,-4.405694486,1.88E-04,0.002006624,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus,ASV259_Geodermatophilus
ASV2591,0.514516119,0.492934639,1.043781626,0.306986626,0.507195295,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2591_Longimicrobiaceae
ASV2597,-1.713079556,0.462260033,-3.705878583,0.001103959,0.00797405,TRUE,TRUE,L-BSC,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,Oligoflexus,ASV2597_Oligoflexus
ASV26,3.919370941,0.730266632,5.367040984,1.65E-05,2.88E-04,TRUE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV26_Deinococcus
ASV260,-0.026867875,0.78677083,-0.034149556,0.973040328,0.985442927,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV260_Roseisolibacter
ASV261,1.590606784,0.749058019,2.123476078,0.044219169,0.127261141,FALSE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV261_Deinococcus
ASV2611,-0.692974955,0.473756118,-1.462725079,0.15651599,0.31303198,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Opitutus,Opitutus,ASV2611_Opitutus
ASV263,0.948767349,0.914745539,1.03719265,0.309983829,0.510218205,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV263_Tautonia
ASV264,-1.890525678,0.614001504,-3.079024506,0.005139551,0.025235774,TRUE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV264_Longimicrobiaceae
ASV2642,0.059803928,0.434865276,0.137522887,0.891764761,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV2642_WD2101_soil_group
ASV265,-2.258182817,0.563519717,-4.007282708,5.17E-04,0.004417044,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV265_Rubrobacter
ASV2653,-0.302105208,0.628279603,-0.480845162,0.634981099,0.806544193,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema,ASV2653_Chloronema
ASV266,2.611258,0.591211216,4.416793741,1.83E-04,0.001999539,TRUE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV266_Abditibacterium
ASV2663,-0.692356725,0.58149705,-1.190645292,0.245436579,0.442291897,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2663_Longimicrobiaceae
ASV2669,-1.179153305,0.464189831,-2.540239414,0.017965062,0.06461508,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV2669_Spirosomataceae
ASV267,1.541362134,0.760850908,2.025839909,0.05403675,0.147128098,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV267_Segetibacter
ASV27,1.618068334,0.893622655,1.810684102,0.082727439,0.201403292,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter,ASV27_Aridibacter
ASV2701,0.667713435,0.583830549,1.143676767,0.264037403,0.462330873,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV2701_Gemmata
ASV2715,-0.119915453,0.536285337,-0.223603825,0.824957996,0.900141434,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV2715_Adhaeribacter
ASV272,2.17893392,0.624053821,3.491580126,0.001881129,0.012178567,TRUE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV272_Abditibacterium
ASV2728,-1.069155657,0.425022969,-2.515524421,0.018985752,0.066229416,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,Chitinophagaceae,ASV2728_Chitinophagaceae
ASV273,-4.181743276,0.515945126,-8.105015561,2.50E-08,1.56E-06,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus,ASV273_Blastococcus
ASV2732,0.168170637,0.540605467,0.311078314,0.758426972,0.867426282,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV2732_Armatimonadaceae
ASV274,-4.508899717,0.445340926,-10.1246022,3.86E-10,5.62E-08,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria,ASV274_Kocuria
ASV2744,0.207944189,0.530557167,0.391935501,0.698564569,0.839814902,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2744_AKIW781
ASV2764,0.04220073,0.493579441,0.085499368,0.932573669,0.957778362,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV2764_Ardenticatenaceae
ASV28,-0.363694388,0.790063403,-0.460335699,0.64941898,0.808605457,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV28_Sphingomonadaceae
ASV280,-0.444563638,0.510227605,-0.871304557,0.392220596,0.598256198,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Nibrella,Nibrella,ASV280_Nibrella
ASV2803,0.15070468,0.528007717,0.285421358,0.777770156,0.877124021,FALSE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV2803_Abditibacterium
ASV281,0.841116041,0.555774502,1.513412433,0.143233607,0.292491057,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,Sporichthya,ASV281_Sporichthya
ASV2813,-0.180195305,0.52651142,-0.342243867,0.735146432,0.859785613,FALSE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Ferdinandcohnia,Ferdinandcohnia,ASV2813_Ferdinandcohnia
ASV2823,-1.704285953,0.558141677,-3.053500612,0.00546308,0.026379734,TRUE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga,ASV2823_Sporocytophaga
ASV2842,-1.533927875,0.470175259,-3.262459787,0.003300425,0.018730984,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,FFCH7168,ASV2842_FFCH7168
ASV2865,0.037455696,0.479691196,0.078082933,0.938409445,0.959262988,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,Microtrichaceae,ASV2865_Microtrichaceae
ASV287,-0.374897765,0.759404764,-0.49367318,0.626024666,0.800576579,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV287_Hymenobacter
ASV288,-0.969792545,0.908246777,-1.067763266,0.296250475,0.497928683,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV288_Sphingomonas
ASV2885,0.076530508,0.492097322,0.155519049,0.877712781,0.932103244,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2885_AKIW781
ASV2886,0.361424916,0.529616119,0.682428089,0.501502484,0.697950909,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera,ASV2886_Singulisphaera
ASV2899,-0.189259077,0.575853059,-0.32865863,0.745264277,0.859785613,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV2899_Vicinamibacteraceae
ASV29,-0.363718162,0.528924749,-0.687655781,0.498262057,0.694568489,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV29_Rubellimicrobium
ASV2916,-0.63428135,0.557182638,-1.138372425,0.266201455,0.464056042,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2916_AKIW781
ASV292,-2.727768219,0.569888053,-4.786498344,7.15E-05,9.46E-04,TRUE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,Pyrinomonadaceae,ASV292_Pyrinomonadaceae
ASV293,1.583704412,0.885796707,1.787886995,0.086428962,0.207070446,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Thalassiella,Thalassiella,ASV293_Thalassiella
ASV296,2.129621206,0.655949706,3.2466227,0.00343001,0.019216852,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia,ASV296_Devosia
ASV2977,0.180809334,0.481773587,0.375299391,0.71073425,0.847451207,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV2977_WD2101_soil_group
ASV298,-2.136035578,0.655412088,-3.259072599,0.003327736,0.018764137,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV298_Acetobacteraceae
ASV2981,0.317050549,0.518682445,0.611261383,0.546773223,0.737315185,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,Kineosporia,ASV2981_Kineosporia
ASV3000,0.007677544,0.560424453,0.013699517,0.989182957,0.992590016,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,Sandaracinaceae,ASV3000_Sandaracinaceae
ASV3001,0.525963817,0.527082623,0.997877363,0.328294148,0.532335965,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV3001_Vicinamibacteraceae
ASV3018,0.720892715,0.533273924,1.351824425,0.189035269,0.362317599,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV3018_Armatimonadaceae
ASV302,-3.732667299,0.45589548,-8.187550571,2.09E-08,1.52E-06,TRUE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera,ASV302_Truepera
ASV303,-0.128647984,0.793651952,-0.162096223,0.872587066,0.928917291,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV303_WD2101_soil_group
ASV3036,-0.998671755,0.451339872,-2.212682317,0.036681255,0.110932239,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum,ASV3036_Azospirillum
ASV3039,-0.972570432,0.523356762,-1.858331645,0.075430188,0.187289729,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV3039_Tautonia
ASV305,1.42655268,0.926021645,1.540517641,0.136516874,0.282738739,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV305_Solirubrobacter
ASV307,-1.015932264,0.561927001,-1.807943492,0.083165083,0.201906341,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia,ASV307_Lautropia
ASV3080,-0.320760721,0.504576356,-0.635703035,0.530985576,0.723584546,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV3080_Acidimicrobiaceae
ASV3082,0.205480401,0.552639204,0.371816548,0.713292117,0.848186817,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,Roseiflexaceae,ASV3082_Roseiflexaceae
ASV3083,0.288588174,0.573929439,0.502828665,0.619667957,0.797628563,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,Inhella,ASV3083_Inhella
ASV309,-1.036680119,0.595257849,-1.741564804,0.094389655,0.221170398,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,Cnuella,ASV309_Cnuella
ASV31,1.641618811,0.791598476,2.073802391,0.048994583,0.137247647,FALSE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV31_Deinococcus
ASV3104,0.219459901,0.501057599,0.437993359,0.665307925,0.820139811,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,Rhodocyclaceae,ASV3104_Rhodocyclaceae
ASV312,-3.27601467,0.535753992,-6.114774161,2.57E-06,7.25E-05,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV312_Nocardioides
ASV3136,-0.29048144,0.513613918,-0.565563802,0.57694014,0.761700426,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV3136_PMMR1
ASV314,-1.89032427,0.66285322,-2.85179918,0.008800298,0.037703238,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV314_Sphingomonas
ASV3142,0.238511958,0.509961798,0.467705539,0.644214363,0.808605457,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea,ASV3142_Litorilinea
ASV315,0.319408237,0.794792477,0.401876271,0.691331562,0.836998434,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,JGI_0001001-H03,ASV315_JGI_0001001-H03
ASV3159,0.512370537,0.626626826,0.817664543,0.421592562,0.62665289,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,Sandaracinaceae,ASV3159_Sandaracinaceae
ASV316,-0.152060655,0.510222403,-0.298028182,0.768246481,0.873143595,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV316_PMMR1
ASV3167,-0.545264001,0.58227537,-0.936436657,0.358376542,0.562335903,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,FFCH7168,ASV3167_FFCH7168
ASV317,-0.125172738,0.733248784,-0.170709779,0.865882991,0.926293433,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,Euzebyaceae,ASV317_Euzebyaceae
ASV3172,-0.210369604,0.497670458,-0.422708643,0.676271202,0.825247712,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV3172_Bryobacter
ASV318,-1.269009375,0.601905742,-2.108319105,0.045630082,0.130756366,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV318_Gemmata
ASV319,-1.551703053,0.744118399,-2.085290533,0.047850958,0.134908831,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV319_Hymenobacter
ASV320,1.614885183,0.741805438,2.176965954,0.039547665,0.117171453,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV320_Solirubrobacter
ASV3209,0.095656984,0.495890511,0.192899405,0.848660845,0.91458641,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV3209_Longimicrobiaceae
ASV325,0.156375143,0.775474963,0.201650795,0.841889151,0.909531667,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV325_Sphingomonadaceae
ASV326,0.596287604,0.56100623,1.062889452,0.298410497,0.499637498,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV326_Chthoniobacter
ASV327,0.998745345,0.743249514,1.343755126,0.191594857,0.364823322,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,NA,Streptomycetaceae,ASV327_Streptomycetaceae
ASV329,-0.741383256,0.687856052,-1.07781745,0.291829779,0.493018263,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV329_Gemmatimonas
ASV3294,-0.179697249,0.49745438,-0.361233626,0.721085372,0.853872691,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV3294_Longimicrobiaceae
ASV3295,-0.540349465,0.551757247,-0.979324636,0.337189036,0.543732874,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Brevitalea,Brevitalea,ASV3295_Brevitalea
ASV330,-2.923033732,0.619690288,-4.716926804,8.53E-05,0.001080383,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV330_AKIW781
ASV332,-1.049013601,0.646496627,-1.622612644,0.117736547,0.257559175,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV332_WD2101_soil_group
ASV333,-0.856293378,0.59947373,-1.428408511,0.166059972,0.327621706,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV333_WD2101_soil_group
ASV334,0.878226873,0.534002709,1.644611269,0.113086613,0.24959015,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV334_Phaselicystis
ASV3349,0.072654243,0.488382843,0.148764936,0.882982065,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,ASV3349_Corynebacterium
